node_use, park_name, items_name, easting, node_id, description, item_id, ogc_fid, pr_no, longitude, latitude, northing, nodes_name, item_type
"RECREATION NODE","THE LAKE PARKLANDS",null,"496,289.50","26,615","Log roll","120,745",84202,"D1279",152.9623926,-27.62137107,"6,944,738.58","ALEXANDRINA CCT (BIKEWAY) FITNESS TRAIL","FITNESS EXERCISE EQUIPMENT"
"RECREATION NODE","THE LAKE PARKLANDS",null,"506,072.08","26,615",null,"118,296",84203,"D1279",153.0614669,-27.48476416,"6,959,869.31","ALEXANDRINA CCT (BIKEWAY) FITNESS TRAIL","FITNESS EXERCISE EQUIPMENT"
"RECREATION NODE","THE LAKE PARKLANDS",null,"496,563.00","26,614","warm up bar","120,640",84204,"D1279",152.9651633,-27.62538807,"6,944,293.70","THE ESPLANADE FITNESS STATION","FITNESS EXERCISE EQUIPMENT"
"RECREATION NODE","THE LAKE PARKLANDS",null,"496,573.84","26,614","monkery bars","120,637",84205,"D1279",152.9652732,-27.62548479,"6,944,282.99","THE ESPLANADE FITNESS STATION","FITNESS EXERCISE EQUIPMENT"
"RECREATION NODE","THE LAKE PARKLANDS",null,"496,576.45","26,614","Climbing net","120,639",84206,"D1279",152.9652997,-27.62540111,"6,944,292.26","THE ESPLANADE FITNESS STATION","FITNESS EXERCISE EQUIPMENT"
"RECREATION NODE","THE LAKE PARKLANDS",null,"496,576.89","26,614","parallel bars","120,638",84207,"D1279",152.9653041,-27.62543876,"6,944,288.09","THE ESPLANADE FITNESS STATION","FITNESS EXERCISE EQUIPMENT"
"SPORTING NODE","THE LAKE PARKLANDS",null,"496,079.74","18,419","net","128,163",84559,"D1279",152.9602665,-27.62159888,"6,944,713.28","IBIS CCT TENNIS COURT & BASKETBALL HALF COURT","SPORT FACILITY COMPONENT"
"SPORTING NODE","THE LAKE PARKLANDS",null,"496,080.00","18,419","Tennis court","6,220",84560,"D1279",152.9602691,-27.62160141,"6,944,713.00","IBIS CCT TENNIS COURT & BASKETBALL HALF COURT","SPORTING COURT"
"PLAYGROUND NODE","THE LAKE PARKLANDS",null,"496,061.03","18,417","monkey bar","121,287",84589,"D1279",152.9600769,-27.62159919,"6,944,713.24","IBIS CCT PLAYGROUND","UPPER BODY EQUIPMENT"
"RECREATION NODE","GOLDBERG PLACE PARK",null,"499,432.37","30,183","ezy rider","80,320",84616,"D1281",152.9942598,-27.37216947,"6,972,342.46","GOLDBERG PLACE FITNESS STATION","FITNESS EXERCISE EQUIPMENT"
"RECREATION NODE","GOLDBERG PLACE PARK",null,"499,438.70","30,183","4x exercise stations various locations","66,839",84617,"D1281",152.9943238,-27.37214402,"6,972,345.28","GOLDBERG PLACE FITNESS STATION","FITNESS EXERCISE EQUIPMENT"
"SPORTING NODE","GOLDBERG PLACE PARK",null,"499,525.15","16,524","Cricket Pitch and Jr field","54,184",84662,"D1281",152.9951981,-27.37104406,"6,972,467.12","GOLDBERG PLACE JR SPORTING FIELD","SPORT FACILITY COMPONENT"
"PLAYGROUND NODE","GOLDBERG PLACE PARK",null,"499,476.11","22,783","monkey bar","89,079",84665,"D1281",152.9947021,-27.37183048,"6,972,380.01","GOLDBERG PLACE PLAYGROUND","UPPER BODY EQUIPMENT"
"BALANCE OF PARK","JUXGOLD PLACE PARK",null,"505,457.64","11,710","SHARED PATHWAY","142,007",84691,"D1285",153.0553176,-27.62577241,"6,944,250.39","BALANCE OF PARK","BIKEWAY"
"PLAYGROUND NODE","MONASH ROAD PARK (ROAD RESERVE)",null,"505,644.43","15,698","MONKEY BAR","141,209",84784,"D1286",153.0571634,-27.53435337,"6,954,376.65","MONASH RD PLAYGROUND","UPPER BODY EQUIPMENT"
"RECREATION ACCESS","WALLAROO WAY PARK",null,"497,527.30","11,706","Concrete","13,233",84793,"D1289",152.9749408,-27.60997938,"6,946,000.74","WALLAROO WAY PATH & BIKEWAY NETWORK","BIKEWAY"
"RECREATION ACCESS","WALLAROO WAY PARK",null,"497,553.61","11,706","Concrete","24,571",84794,"D1289",152.9752075,-27.60956405,"6,946,046.75","WALLAROO WAY PATH & BIKEWAY NETWORK","BIKEWAY"
"RECREATION ACCESS","WALLAROO WAY PARK",null,"497,433.25","11,706","Concrete","33,940",84795,"D1289",152.9739876,-27.61018431,"6,945,978.02","WALLAROO WAY PATH & BIKEWAY NETWORK","BIKEWAY"
"RECREATION NODE","BARBOUR ROAD PARK",null,"501,896.25","12,093","Half Basketball","18,428",84839,"D1293",153.0191676,-27.32324546,"6,977,761.38","BARBOUR RD ACTIVITY SPACE","BASKETBALL/NETBALL FACILITY"
"RECREATION NODE","BARBOUR ROAD PARK",null,"501,894.50","12,093","basketball hoop and post","107,693",84889,"D1293",153.0191499,-27.32329413,"6,977,755.99","BARBOUR RD ACTIVITY SPACE","RECREATION FACILITY COMPONENT"
"BALANCE OF PARK","COLLINGROVE PLACE PARK",null,"496,292.40","18,406","unpaved pedestrian","129,009",84939,"D1294",152.9624254,-27.61138444,"6,945,844.79","BALANCE OF PARK","WALKING TRACK"
"BALANCE OF PARK","COLLINGROVE PLACE PARK",null,"496,274.85","18,406","unpaved pedestrian","129,018",84940,"D1294",152.9622474,-27.61163428,"6,945,817.11","BALANCE OF PARK","WALKING TRACK"
"RECREATION NODE","BANKSIA VILLAGE PARK",null,"496,636.00","18,399","Half Basketball","18,458",84947,"D1296",152.9659075,-27.61168136,"6,945,812.00","BANKSIA CCT HALF COURT & NETBALL HOOP","BASKETBALL/NETBALL FACILITY"
"RECREATION NODE","BANKSIA VILLAGE PARK",null,"496,643.00","18,399","Netball practice facility","18,459",84948,"D1296",152.9659784,-27.61170846,"6,945,809.00","BANKSIA CCT HALF COURT & NETBALL HOOP","BASKETBALL/NETBALL FACILITY"
"RECREATION ACCESS","BANKSIA VILLAGE PARK",null,"496,629.40","18,544","paved pedestrian","129,117",84955,"D1296",152.9658407,-27.61127608,"6,945,856.89","BANKSIA VILLAGE PK BIKEWAY","BIKEWAY"
"RECREATION ACCESS","BANKSIA VILLAGE PARK",null,"496,595.80","18,544","paved pedestrian","129,118",84956,"D1296",152.9655001,-27.61174626,"6,945,804.80","BANKSIA VILLAGE PK BIKEWAY","BIKEWAY"
"RECREATION NODE","BANKSIA VILLAGE PARK",null,"496,641.00","18,399","basketball ring","126,324",84993,"D1296",152.9659582,-27.61169943,"6,945,810.00","BANKSIA CCT HALF COURT & NETBALL HOOP","RECREATION FACILITY COMPONENT"
"RECREATION NODE","BANKSIA VILLAGE PARK",null,"496,642.15","18,399","Netball hoop","122,952",84994,"D1296",152.9659698,-27.6117034,"6,945,809.56","BANKSIA CCT HALF COURT & NETBALL HOOP","RECREATION FACILITY COMPONENT"
"SPORTING NODE","BENBEK CIRCUIT PARK",null,"504,208.42","18,830","Basketball hoop (duplicate of 69354)","173,932",85033,"D1299",153.0426463,-27.60148064,"6,946,941.66","BENBEK CRCT TENNIS COURT & BASKETBALL HOOP","SPORT FACILITY COMPONENT"
"SPORTING NODE","BENBEK CIRCUIT PARK",null,"504,200.58","18,830","TENNIS COURT","18,488",85034,"D1299",153.0425668,-27.60135328,"6,946,955.77","BENBEK CRCT TENNIS COURT & BASKETBALL HOOP","SPORTING COURT"
"BALANCE OF PARK","BORONIA PARK",null,"495,958.93","18,390","unpaved","128,158",85086,"D1301",152.9590433,-27.61830609,"6,945,077.98","BALANCE OF PARK","WALKING TRACK"
"BALANCE OF PARK","BORONIA PARK",null,"495,943.72","18,390","unpaved pedestrian","128,445",85087,"D1301",152.9588889,-27.61886919,"6,945,015.60","BALANCE OF PARK","WALKING TRACK"
"BALANCE OF PARK","CONFERTA PLACE PARK",null,"496,553.02","18,385","paved pedestrian","129,003",85088,"D1302",152.9650657,-27.61431519,"6,945,520.23","BALANCE OF PARK","BIKEWAY"
"BALANCE OF PARK","CONFERTA PLACE PARK",null,"496,552.46","18,385","paved pedestrian","129,004",85089,"D1302",152.96506,-27.61444483,"6,945,505.87","BALANCE OF PARK","BIKEWAY"
"BALANCE OF PARK","ALBION PARK",null,"502,200.16","12,080","bike lock rail (very basic)","120,662",85199,"D1307",153.02224,-27.32541123,"6,977,521.44","BALANCE OF PARK","BIKE RACK"
"BALANCE OF PARK","TAIGUM PLACE PARK",null,"504,211.28","13,070","PATHWAY BIKEWAY","155,761",85267,"D1308",153.0425733,-27.336247,"6,976,320.70","BALANCE OF PARK","BIKEWAY"
"SPORTING NODE","TAIGUM PLACE PARK",null,"504,414.72","24,187","AFL POSTS","155,610",85432,"D1308",153.0446291,-27.33408592,"6,976,560.00","SEA HAWKES AFL FIELDS","SPORT FACILITY COMPONENT"
"SPORTING NODE","TAIGUM PLACE PARK",null,"504,306.91","24,187","AFL POST","155,611",85433,"D1308",153.0435395,-27.3348105,"6,976,479.78","SEA HAWKES AFL FIELDS","SPORT FACILITY COMPONENT"
"SPORTING NODE","TAIGUM PLACE PARK",null,"504,287.39","24,187","AFL POST","155,731",85434,"D1308",153.0433429,-27.33683242,"6,976,255.83","SEA HAWKES AFL FIELDS","SPORT FACILITY COMPONENT"
"SPORTING NODE","TAIGUM PLACE PARK",null,"504,296.75","24,187","SCOREBOARD","155,718",85435,"D1308",153.0434366,-27.33453156,"6,976,510.68","SEA HAWKES AFL FIELDS","SPORT FACILITY COMPONENT"
"SPORTING NODE","TAIGUM PLACE PARK",null,"504,321.94","24,187","AFL POST","155,732",85436,"D1308",153.0436916,-27.3353107,"6,976,424.37","SEA HAWKES AFL FIELDS","SPORT FACILITY COMPONENT"
"SPORTING NODE","TAIGUM PLACE PARK",null,"504,175.57","24,187","AFL POSTS","155,840",85437,"D1308",153.0422124,-27.33653014,"6,976,289.35","SEA HAWKES AFL FIELDS","SPORT FACILITY COMPONENT"
"SPORTING NODE","TAIGUM PLACE PARK",null,"504,067.91","24,187","AFL POSTS","155,839",85438,"D1308",153.041124,-27.33643368,"6,976,300.07","SEA HAWKES AFL FIELDS","SPORT FACILITY COMPONENT"
"SPORTING NODE","TAIGUM PLACE PARK",null,"504,254.23","24,187","INTERCHANGE BENCH","155,801",85439,"D1308",153.0430072,-27.33557192,"6,976,395.46","SEA HAWKES AFL FIELDS","SPORT FACILITY COMPONENT"
"SPORTING NODE","TAIGUM PLACE PARK",null,"504,243.19","24,187","INTERCHANGE BENCH","155,800",85440,"D1308",153.0428957,-27.33578403,"6,976,371.97","SEA HAWKES AFL FIELDS","SPORT FACILITY COMPONENT"
"SPORTING NODE","TAIGUM PLACE PARK",null,"504,236.34","24,187","COACHES BOX - INTERCHANGE BENCH","155,797",85441,"D1308",153.0428265,-27.3360307,"6,976,344.65","SEA HAWKES AFL FIELDS","SPORT FACILITY COMPONENT"
"SPORTING NODE","TAIGUM PLACE PARK",null,"504,237.13","24,187","SCOREBOARD","155,782",85442,"D1308",153.0428349,-27.3369726,"6,976,240.32","SEA HAWKES AFL FIELDS","SPORT FACILITY COMPONENT"
"SPORTING NODE","TAIGUM PLACE PARK",null,"504,360.47","24,187","AFL FIELD","155,609",85443,"D1308",153.0440808,-27.33445643,"6,976,518.98","SEA HAWKES AFL FIELDS","SPORTING FIELD"
"SPORTING NODE","TAIGUM PLACE PARK",null,"504,302.01","24,187","AFL FIELD","155,728",85444,"D1308",153.0434904,-27.33607238,"6,976,340.01","SEA HAWKES AFL FIELDS","SPORTING FIELD"
"SPORTING NODE","TAIGUM PLACE PARK",null,"504,120.84","24,187","AFL FIELD","155,838",85445,"D1308",153.0416591,-27.33647424,"6,976,295.56","SEA HAWKES AFL FIELDS","SPORTING FIELD"
"BALANCE OF PARK","CLARRIE BECKINGHAM RESERVE",null,"498,587.54","12,076","shared bikeway","89,213",85460,"D1309",152.9857173,-27.36505118,"6,973,130.85","BALANCE OF PARK","BIKEWAY"
"BALANCE OF PARK","CLARRIE BECKINGHAM RESERVE",null,"498,662.38","12,076","shared bikeway","89,214",85461,"D1309",152.9864741,-27.36476434,"6,973,162.63","BALANCE OF PARK","BIKEWAY"
"BALANCE OF PARK","CLARRIE BECKINGHAM RESERVE",null,"498,684.75","12,076","shared bikeway","89,219",85462,"D1309",152.9867002,-27.36510274,"6,973,125.15","BALANCE OF PARK","BIKEWAY"
"BALANCE OF PARK","CLARRIE BECKINGHAM RESERVE",null,"498,610.81","12,076","pedestrian","89,222",85463,"D1309",152.9859523,-27.36742127,"6,972,868.33","BALANCE OF PARK","BIKEWAY"
"BALANCE OF PARK","CLARRIE BECKINGHAM RESERVE",null,"498,320.51","12,076","shared bikeway","102,031",85464,"D1309",152.9830175,-27.36245719,"6,973,418.14","BALANCE OF PARK","BIKEWAY"
"BALANCE OF PARK","CLARRIE BECKINGHAM RESERVE",null,"498,580.95","12,076","Concrete","23,684",85465,"D1309",152.9856503,-27.36791074,"6,972,814.11","BALANCE OF PARK","BIKEWAY"
"BALANCE OF PARK","CLARRIE BECKINGHAM RESERVE",null,"498,610.23","12,076","Walkway","4,087",85466,"D1309",152.9859462,-27.36880925,"6,972,714.59","BALANCE OF PARK","BIKEWAY"
"BALANCE OF PARK","CLARRIE BECKINGHAM RESERVE",null,"498,641.53","12,076","shared bikeway","4,083",85467,"D1309",152.9862631,-27.36616043,"6,973,007.99","BALANCE OF PARK","BIKEWAY"
"BALANCE OF PARK","KENTIA STREET PARK",null,"500,579.74","12,072","Concrete","36,876",85503,"D1312",153.0058619,-27.35686327,"6,974,037.85","BALANCE OF PARK","BIKEWAY"
"RECREATION ACCESS","THE ESPLANADE PARK  (ROAD RESERVE)",null,"500,038.95","23,769","WALKING TRACK","53,554",85541,"D1313",153.0003944,-27.50609409,"6,957,508.16","BRISBANE RIVER WALK","WALKING TRACK"
"HABITAT BRISBANE GROUP","THE ESPLANADE PARK  (ROAD RESERVE)",null,"500,052.93","30,980","WALKING TRACK","149,040",85542,"D1313",153.0005359,-27.50615782,"6,957,501.10","HABITAT BRISBANE GROUP","WALKING TRACK"
"HABITAT BRISBANE GROUP","THE ESPLANADE PARK  (ROAD RESERVE)",null,"500,051.48","30,980","WALKING TRACK","149,041",85543,"D1313",153.0005212,-27.5064692,"6,957,466.61","HABITAT BRISBANE GROUP","WALKING TRACK"
"BALANCE OF PARK","ST MARTIN COURT PARK",null,"501,307.92","12,068",null,"77,513",85544,"D1314",153.0132184,-27.30422872,"6,979,867.83","BALANCE OF PARK","BIKEWAY"
"BALANCE OF PARK","ST MARTIN COURT PARK",null,"501,168.83","12,068",null,"77,516",85545,"D1314",153.0118126,-27.30353232,"6,979,944.98","BALANCE OF PARK","BIKEWAY"
"RECREATION ACCESS","FREE STREET PARK",null,"500,399.91","13,350","Shared pathway","90,809",85570,"D1316",153.0040468,-27.44512174,"6,964,261.86","FREE ST SHARED PATHWAY","BIKEWAY"
"RECREATION ACCESS","FREE STREET PARK",null,"500,347.98","13,350","Shared pathway","51,790",85571,"D1316",153.0035213,-27.4444898,"6,964,331.86","FREE ST SHARED PATHWAY","BIKEWAY"
"BALANCE OF PARK","TOLLANA PLACE PARK",null,"496,708.67","18,382","SHARED BIKEWAY","131,017",85615,"D1320",152.9666524,-27.58389408,"6,948,889.98","BALANCE OF PARK","BIKEWAY"
"SPORTING NODE","MACTIER STREET PARK","FIG TREE POCKET EQUESTRIAN","496,420.16","20,008","Dressage arena","29,010",85691,"D1323",152.9637454,-27.53457183,"6,954,353.23","FIG TREE PONY CLUB & EQUESTRIAN FACILITY","EQUESTRIAN FACILITY"
"BALANCE OF PARK","MACTIER STREET PARK",null,"496,404.33","20,010","maintenance access","92,031",85722,"D1323",152.9635835,-27.5393461,"6,953,824.39","BALANCE OF PARK","WALKING TRACK"
"BALANCE OF PARK","MACTIER STREET PARK",null,"496,274.48","20,010","maintenance access","92,356",85723,"D1323",152.9622696,-27.53594991,"6,954,200.54","BALANCE OF PARK","WALKING TRACK"
"BALANCE OF PARK","TALLOWWOOD PLACE PARK",null,"499,620.16","12,059","Concrete","34,548",85765,"D1328",152.9961589,-27.36909953,"6,972,682.51","BALANCE OF PARK","BIKEWAY"
"RECREATION ACCESS","TALLOWWOOD PLACE PARK",null,"499,398.95","29,177","shared bikeway","88,908",85766,"D1328",152.9939219,-27.37040952,"6,972,537.40","TALLOWOOD PLACE SHARED PATHWAY NETWORK","BIKEWAY"
"RECREATION ACCESS","TALLOWWOOD PLACE PARK",null,"499,818.86","29,177","shared bikeway","89,004",85767,"D1328",152.9981683,-27.36560415,"6,973,069.68","TALLOWOOD PLACE SHARED PATHWAY NETWORK","BIKEWAY"
"RECREATION ACCESS","TALLOWWOOD PLACE PARK",null,"499,273.69","29,177","shared bikeway","90,799",85768,"D1328",152.9926551,-27.37235808,"6,972,321.56","TALLOWOOD PLACE SHARED PATHWAY NETWORK","BIKEWAY"
"RECREATION ACCESS","TALLOWWOOD PLACE PARK",null,"499,650.57","29,177","shared bikeway","89,006",85769,"D1328",152.9964665,-27.3688723,"6,972,707.68","TALLOWOOD PLACE SHARED PATHWAY NETWORK","BIKEWAY"
"RECREATION ACCESS","TALLOWWOOD PLACE PARK",null,"499,785.34","29,177","shared bikeway","89,005",85770,"D1328",152.9978293,-27.36631854,"6,972,990.55","TALLOWOOD PLACE SHARED PATHWAY NETWORK","BIKEWAY"
"RECREATION ACCESS","TALLOWWOOD PLACE PARK",null,"499,753.72","29,177","shared bikeway","88,924",85771,"D1328",152.9975096,-27.36642118,"6,972,979.18","TALLOWOOD PLACE SHARED PATHWAY NETWORK","BIKEWAY"
"RECREATION ACCESS","TALLOWWOOD PLACE PARK",null,"499,311.86","29,177","shared bikeway","90,800",85772,"D1328",152.9930411,-27.37261225,"6,972,293.41","TALLOWOOD PLACE SHARED PATHWAY NETWORK","BIKEWAY"
"RECREATION ACCESS","TALLOWWOOD PLACE PARK",null,"499,707.84","29,177","shared bikeway","16,247",85773,"D1328",152.9970456,-27.36739901,"6,972,870.87","TALLOWOOD PLACE SHARED PATHWAY NETWORK","BIKEWAY"
"DOG OFF LEASH NODE","TALLOWWOOD PLACE PARK",null,"499,821.49","12,058","hurdle bar","88,894",85776,"D1328",152.9981949,-27.36632866,"6,972,989.43","KARRI PLACE DOG OFF LEASH AREA","DOG EXERCISE EQUIPMENT"
"DOG OFF LEASH NODE","TALLOWWOOD PLACE PARK",null,"499,815.04","12,058","pyramid ramp","88,895",85777,"D1328",152.9981297,-27.36635267,"6,972,986.77","KARRI PLACE DOG OFF LEASH AREA","DOG EXERCISE EQUIPMENT"
"DOG OFF LEASH NODE","TALLOWWOOD PLACE PARK",null,"499,812.18","12,058","platform type table","88,896",85778,"D1328",152.9981007,-27.36634897,"6,972,987.18","KARRI PLACE DOG OFF LEASH AREA","DOG EXERCISE EQUIPMENT"
"DOG OFF LEASH NODE","TALLOWWOOD PLACE PARK",null,"499,815.04","12,058","a frame, table, hurdles, pipe","53,182",85779,"D1328",152.9981297,-27.36631295,"6,972,991.17","KARRI PLACE DOG OFF LEASH AREA","DOG EXERCISE EQUIPMENT"
"DOG OFF LEASH NODE","TALLOWWOOD PLACE PARK",null,"499,811.05","12,058","tunnel","88,897",85780,"D1328",152.9980893,-27.36632215,"6,972,990.15","KARRI PLACE DOG OFF LEASH AREA","DOG EXERCISE EQUIPMENT"
"RECREATION NODE","TALLOWWOOD PLACE PARK",null,"499,772.31","31,551","butterfly press","80,322",85788,"D1328",152.9976976,-27.36644556,"6,972,976.48","KARRI PLACE FITNESS STATION","FITNESS EXERCISE EQUIPMENT"
"RECREATION NODE","TALLOWWOOD PLACE PARK",null,"499,771.46","31,551","shoulder press","80,323",85789,"D1328",152.997689,-27.36646633,"6,972,974.18","KARRI PLACE FITNESS STATION","FITNESS EXERCISE EQUIPMENT"
"PLAYGROUND NODE","SPEILBERG STREET PARK",null,"498,807.33","16,518","basketball half court","21,643",85842,"D1330",152.9879386,-27.37556474,"6,971,966.34","STALLONE CCT PLAYGROUND & HALF COURT","BASKETBALL/NETBALL FACILITY"
"RECREATION ACCESS","SPEILBERG STREET PARK",null,"498,724.83","27,963",null,"21,646",85846,"D1330",152.9871042,-27.37607989,"6,971,909.27","SPEILBERG ST SHARED PATHWAY NETWORK","BIKEWAY"
"BALANCE OF PARK","SPEILBERG STREET PARK",null,"498,616.24","16,514",null,"181,502",85847,"D1330",152.986006,-27.37655023,"6,971,857.16","BALANCE OF PARK","BIKEWAY"
"RECREATION ACCESS","SPEILBERG STREET PARK",null,"498,598.78","27,963",null,"42,091",85848,"D1330",152.9858295,-27.3754204,"6,971,982.30","SPEILBERG ST SHARED PATHWAY NETWORK","BIKEWAY"
"PLAYGROUND NODE","SILKYOAK CIRCUIT PARK",null,"503,064.84","12,053","SPICA","152,736",86050,"D1334",153.0309862,-27.34603792,"6,975,236.55","ROUNDABOUT PLAYGROUND","UPPER BODY EQUIPMENT"
"BALANCE OF PARK","GAINSBOROUGH AVENUE PARK",null,"512,427.40","12,735","Concrete","34,676",86053,"D1335",153.1258663,-27.54221839,"6,953,500.45","BALANCE OF PARK","BIKEWAY"
"PLAYGROUND NODE","GAINSBOROUGH AVENUE PARK",null,"512,423.45","12,740","aero glider","115,576",86121,"D1335",153.1258261,-27.54209059,"6,953,514.61","GAINSBOROUGH AVE PLAYGROUND","UPPER BODY EQUIPMENT"
"BALANCE OF PARK","BLUE GUM PARK",null,"503,508.00","16,300","PATHWAY","155,013",86138,"D1337",153.0354684,-27.35139163,"6,974,643.43","BALANCE OF PARK","BIKEWAY"
"RECREATION ACCESS","LAKEWOOD AVENUE PARK",null,"503,956.93","11,769",null,"186,205",86208,"D1338",153.0401102,-27.63522782,"6,943,203.60","LAKEWOOD AVE SHARED PATHWAY NETWORK","BIKEWAY"
"LANDSCAPING NODE","LAKEWOOD AVENUE PARK",null,"503,885.86","11,695","Lakewood Ave jetty with handrails","27,865",86306,"D1338",153.0393894,-27.63436992,"6,943,298.65","LAKEWOOD AVE LAGOON","PIERS & JETTIES"
"PLAYGROUND NODE","LAKEWOOD AVENUE PARK",null,"503,840.66","11,693","monkey bars","186,157",86328,"D1338",153.0389312,-27.63423656,"6,943,313.44","LAGOON PLAYGROUND (ARGYLE PLACE)","UPPER BODY EQUIPMENT"
"RECREATION NODE","LAKEWOOD AVENUE PARK",null,"503,978.99","29,169","chin up bars","186,204",86329,"D1338",153.0403337,-27.63521006,"6,943,205.56","LAKEWOOD AVE (BIKEWAY) FITNESS STATION","UPPER BODY EQUIPMENT"
"BALANCE OF PARK","SABOT COURT PARK",null,"516,010.92","13,583","pedestrian","21,786",86335,"D1339",153.1620524,-27.46842242,"6,961,670.49","BALANCE OF PARK","BIKEWAY"
"BALANCE OF PARK","SABOT COURT PARK",null,"516,039.45","13,583","pedestrian","102,131",86336,"D1339",153.1623422,-27.46910686,"6,961,594.64","BALANCE OF PARK","BIKEWAY"
"PLAYGROUND NODE","SABOT COURT PARK",null,"516,035.07","13,586",null,"102,145",86342,"D1339",153.1622969,-27.46844895,"6,961,667.52","SABOT COURT PLAYGROUND","CLIMBING WALL"
"PLAYGROUND NODE","SABOT COURT PARK",null,"516,023.44","13,586","possible hanging bar","102,157",86381,"D1339",153.1621793,-27.46850903,"6,961,660.88","SABOT COURT PLAYGROUND","UPPER BODY EQUIPMENT"
"PLAYGROUND NODE","SABOT COURT PARK",null,"516,029.76","13,586","possible hanging bar","102,158",86382,"D1339",153.1622432,-27.46851501,"6,961,660.21","SABOT COURT PLAYGROUND","UPPER BODY EQUIPMENT"
"BALANCE OF PARK","HEILBROMM STREET PARK",null,"501,780.76","16,510","PATHWAY","151,779",86383,"D1340",153.0180119,-27.39576012,"6,969,729.32","BALANCE OF PARK","BIKEWAY"
"BALANCE OF PARK","CLIFTON PARK",null,"502,368.76","16,795","shared","85,363",86399,"D1341",153.0239876,-27.52609321,"6,955,292.68","BALANCE OF PARK","BIKEWAY"
"BALANCE OF PARK","CLIFTON PARK",null,"502,380.62","16,795","Concrete","24,376",86400,"D1341",153.0241077,-27.52600761,"6,955,302.16","BALANCE OF PARK","BIKEWAY"
"RECREATION ACCESS","IAN PAGE PARK",null,"510,224.10","13,688","pedestrian","97,642",86418,"D1343",153.1035017,-27.48958302,"6,959,332.78","SPRINGVALE PLACE SHARED PATHWAY NETWORK","BIKEWAY"
"BALANCE OF PARK","EKIBIN PARK SOUTH",null,"503,942.47","13,970","pedestrian and bicycle shared","126,957",86496,"D1348",153.0399189,-27.51203524,"6,956,849.44","BALANCE OF PARK","BIKEWAY"
"SPORTING NODE","EKIBIN PARK SOUTH",null,"503,865.52","13,973","Soccer goal","118,604",86514,"D1348",153.0391396,-27.51143628,"6,956,915.81","EKIBIN PK STH SOCCER FIELD","SPORT FACILITY COMPONENT"
"SPORTING NODE","EKIBIN PARK SOUTH",null,"503,867.00","13,973","Soccer","4,547",86515,"D1348",153.0391548,-27.51198527,"6,956,855.00","EKIBIN PK STH SOCCER FIELD","SPORTING FIELD"
"BALANCE OF PARK","COLLINA CRESCENT PARK",null,"496,779.87","18,376","paved pedestrian","129,107",86519,"D1349",152.9673656,-27.61140654,"6,945,842.48","BALANCE OF PARK","BIKEWAY"
"BALANCE OF PARK","COLLINA CRESCENT PARK",null,"496,768.56","18,376","paved pedestrian","129,108",86520,"D1349",152.9672511,-27.61100577,"6,945,886.87","BALANCE OF PARK","BIKEWAY"
"BALANCE OF PARK","PARKINSON BUSHLANDS",null,"502,112.20","11,686",null,"88,927",86638,"D1350",153.021413,-27.6472223,"6,941,875.44","BALANCE OF PARK","WALKING TRACK"
"BALANCE OF PARK","PARKINSON BUSHLANDS",null,"502,317.16","11,686",null,"88,928",86639,"D1350",153.0234914,-27.64982719,"6,941,586.86","BALANCE OF PARK","WALKING TRACK"
"BALANCE OF PARK","PARKINSON BUSHLANDS",null,"502,373.50","11,686",null,"88,929",86640,"D1350",153.0240629,-27.65111951,"6,941,443.70","BALANCE OF PARK","WALKING TRACK"
"BALANCE OF PARK","PARKINSON BUSHLANDS",null,"503,821.44","11,686",null,"125,970",86641,"D1350",153.0387418,-27.64963112,"6,941,608.20","BALANCE OF PARK","WALKING TRACK"
"BALANCE OF PARK","PARKINSON BUSHLANDS",null,"502,674.89","11,686",null,"125,835",86642,"D1350",153.0271182,-27.65023901,"6,941,541.17","BALANCE OF PARK","WALKING TRACK"
"BALANCE OF PARK","PARKINSON BUSHLANDS",null,"502,541.49","11,686",null,"125,837",86643,"D1350",153.0257662,-27.65221553,"6,941,322.26","BALANCE OF PARK","WALKING TRACK"
"BALANCE OF PARK","PARKINSON BUSHLANDS",null,"502,590.32","11,686",null,"125,838",86644,"D1350",153.0262624,-27.65703905,"6,940,787.95","BALANCE OF PARK","WALKING TRACK"
"BALANCE OF PARK","PARKINSON BUSHLANDS",null,"502,765.30","11,686",null,"125,880",86645,"D1350",153.0280365,-27.657062,"6,940,785.37","BALANCE OF PARK","WALKING TRACK"
"BALANCE OF PARK","PARKINSON BUSHLANDS",null,"503,260.59","11,686",null,"125,882",86646,"D1350",153.033056,-27.65003839,"6,941,563.25","BALANCE OF PARK","WALKING TRACK"
"RECREATION NODE","JULATTEN PLACE PARK",null,"492,768.00","14,725","3/4 Basketball court","33,767",86689,"D1351",152.926837,-27.41562479,"6,967,527.00","KIRRALEE CRES ACTIVITY SPACE","BASKETBALL/NETBALL FACILITY"
"BALANCE OF PARK","JULATTEN PLACE PARK",null,"492,821.49","14,722","Pedestrian","127,904",86691,"D1351",152.9273809,-27.41144599,"6,967,989.90","BALANCE OF PARK","BIKEWAY"
"BALANCE OF PARK","JULATTEN PLACE PARK",null,"492,681.99","14,722","pedestrian/bike","127,916",86692,"D1351",152.92597,-27.41105578,"6,968,033.04","BALANCE OF PARK","BIKEWAY"
"BALANCE OF PARK","JULATTEN PLACE PARK",null,"492,704.10","14,722","pedestrian","127,918",86693,"D1351",152.926194,-27.41056432,"6,968,087.49","BALANCE OF PARK","BIKEWAY"
